show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,day_added,year_added,month_added,listed_in1,listed_in2,listed_in3
s715,TV Show,Beyond Evil,Not Given,Pakistan,2021-06-15,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Thrillers",15,2021,6,Crime TV Shows, International TV Shows, TV Thrillers
s716,TV Show,Elite Short Stories: Nadia Guzmán,Not Given,Pakistan,2021-06-15,2021,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",15,2021,6,International TV Shows, Romantic TV Shows, Spanish-Language TV Shows
s718,Movie,Headspace: Unwind Your Mind,Not Given,Pakistan,2021-06-15,2021,TV-G,273 min,Documentaries,15,2021,6,Documentaries,0,0
s721,TV Show,Rhyme Time Town,Not Given,Pakistan,2021-06-15,2021,TV-Y,2 Seasons,Kids' TV,15,2021,6,Kids' TV,0,0
s726,TV Show,Elite Short Stories: Guzmán Caye Rebe,Not Given,Pakistan,2021-06-14,2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",14,2021,6,International TV Shows, Spanish-Language TV Shows, TV Dramas
s733,Movie,To All the Boys: Always and Forever - The Afterparty,Not Given,Pakistan,2021-06-12,2021,TV-MA,36 min,Movies,12,2021,6,Movies,0,0
s739,Movie,Trese After Dark,Not Given,Pakistan,2021-06-11,2021,TV-14,36 min,"Anime Features, Documentaries",11,2021,6,Anime Features, Documentaries,0
s752,TV Show,Guru Aur Bhole,Not Given,Pakistan,2021-06-08,2018,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",8,2021,6,Kids' TV, TV Comedies,0
s843,TV Show,High on the Hog: How African American Cuisine Transformed America,Not Given,Pakistan,2021-05-26,2021,TV-14,1 Season,Docuseries,26,2021,5,Docuseries,0,0
s848,TV Show,Mad for Each Other,Not Given,Pakistan,2021-05-24,2021,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",24,2021,5,International TV Shows, Romantic TV Shows, TV Comedies
s850,Movie,Sam Smith: Love Goes - Live at Abbey Road Studios,Not Given,Pakistan,2021-05-22,2020,TV-G,61 min,"International Movies, Music & Musicals",22,2021,5,International Movies, Music & Musicals,0
s937,TV Show,Miniforce: Super Dino Power,Not Given,Pakistan,2021-05-01,2020,TV-Y7,1 Season,Kids' TV,1,2021,5,Kids' TV,0,0
s928,TV Show,Barney and Friends,Not Given,Pakistan,2021-05-01,2010,TV-Y,2 Seasons,Kids' TV,1,2021,5,Kids' TV,0,0
s958,TV Show,Pet Stars,Not Given,Pakistan,2021-04-30,2021,TV-PG,1 Season,Reality TV,30,2021,4,Reality TV,0,0
s964,TV Show,The Unremarkable Juanquini,Not Given,Pakistan,2021-04-30,2021,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",30,2021,4,International TV Shows, Spanish-Language TV Shows, TV Comedies
s966,TV Show,Yasuke,Not Given,Pakistan,2021-04-29,2021,TV-MA,1 Season,"Anime Series, International TV Shows",29,2021,4,Anime Series, International TV Shows,0
s968,TV Show,Headspace Guide to Sleep,Not Given,Pakistan,2021-04-28,2021,TV-G,1 Season,"Docuseries, Science & Nature TV",28,2021,4,Docuseries, Science & Nature TV,0
s103,TV Show,Countdown: Inspiration4 Mission to Space,Jason Hehir,Not Given,2021-09-06,2021,TV-14,1 Season,"Docuseries, Science & Nature TV",6,2021,9,Docuseries, Science & Nature TV,0
s104,Movie,Shadow Parties,Yemi Amodu,Not Given,2021-09-06,2020,TV-MA,117 min,"Dramas, International Movies, Thrillers",6,2021,9,Dramas, International Movies, Thrillers
s111,TV Show,Money Heist: From Tokyo to Berlin,"Luis Alfaro, Javier Gómez Santander",Not Given,2021-09-03,2021,TV-MA,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows",3,2021,9,Docuseries, International TV Shows, Spanish-Language TV Shows
s116,Movie,Bright Star,Jane Campion,United Kingdom,2021-09-02,2009,PG,119 min,"Dramas, Romantic Movies",2,2021,9,Dramas, Romantic Movies,0
s117,Movie,Dhanak,Nagesh Kukunoor,India,2021-09-02,2015,TV-PG,114 min,"Comedies, Dramas, Independent Movies",2,2021,9,Comedies, Dramas, Independent Movies
s118,Movie,Final Account,Luke Holland,United Kingdom,2021-09-02,2021,PG-13,94 min,Documentaries,2,2021,9,Documentaries,0,0
s119,Movie,Gurgaon,Shanker Raman,India,2021-09-02,2017,TV-14,106 min,"Dramas, International Movies, Thrillers",2,2021,9,Dramas, International Movies, Thrillers
s120,Movie,Here and There,JP Habac,Philippines,2021-09-02,2020,TV-MA,99 min,"Dramas, International Movies, Romantic Movies",2,2021,9,Dramas, International Movies, Romantic Movies
s129,Movie,Agatha Christie's Crooked House,Gilles Paquet-Brenner,France,2021-09-01,2017,PG-13,115 min,"Dramas, International Movies, Thrillers",1,2021,9,Dramas, International Movies, Thrillers
s123,Movie,In the Cut,Jane Campion,United Kingdom,2021-09-02,2003,R,118 min,Thrillers,2,2021,9,Thrillers,0,0
s1006,Movie,Keymon and Nani in Space Adventure,Not Given,Pakistan,2021-04-20,2013,TV-Y,76 min,"Children & Family Movies, Comedies",20,2021,4,Children & Family Movies, Comedies,0
s1011,Movie,Rudra: The Rise of King Pharaoh,Not Given,Pakistan,2021-04-20,2019,TV-Y7,91 min,Children & Family Movies,20,2021,4,Children & Family Movies,0,0
s1026,TV Show,Bakugan: Geogan Rising,Not Given,Pakistan,2021-04-16,2021,TV-Y7,1 Season,"Anime Series, Kids' TV",16,2021,4,Anime Series, Kids' TV,0
s127,Movie,Shikara,Vidhu Vinod Chopra,India,2021-09-02,2020,TV-14,115 min,"Dramas, International Movies, Romantic Movies",2,2021,9,Dramas, International Movies, Romantic Movies
s128,Movie,A Cinderella Story,Mark Rosman,United States,2021-09-01,2004,PG,95 min,"Children & Family Movies, Comedies",1,2021,9,Children & Family Movies, Comedies,0
s130,Movie,An Unfinished Life,Lasse Hallström,Germany,2021-09-01,2005,PG-13,108 min,Dramas,1,2021,9,Dramas,0,0
s132,Movie,Blade Runner: The Final Cut,Ridley Scott,United States,2021-09-01,1982,R,117 min,"Action & Adventure, Classic Movies, Cult Movies",1,2021,9,Action & Adventure, Classic Movies, Cult Movies
s1029,Movie,Dad Stop Embarrassing Me - The Afterparty,Not Given,Pakistan,2021-04-16,2021,TV-14,37 min,Comedies,16,2021,4,Comedies,0,0
s134,Movie,Chappie,Neill Blomkamp,South Africa,2021-09-01,2015,R,121 min,"Action & Adventure, Sci-Fi & Fantasy",1,2021,9,Action & Adventure, Sci-Fi & Fantasy,0
s153,Movie,Janoskians: Untold and Untrue,Brett Weiner,United States,2021-09-01,2016,TV-MA,88 min,Comedies,1,2021,9,Comedies,0,0
s1039,TV Show,Dancing Angels,Not Given,Pakistan,2021-04-15,2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",15,2021,4,International TV Shows, Romantic TV Shows, TV Comedies
s1083,TV Show,Don't be the First one,Not Given,Pakistan,2021-04-11,2021,TV-14,1 Season,"International TV Shows, Reality TV",11,2021,4,International TV Shows, Reality TV,0
s1095,TV Show,The Wedding Coach,Not Given,Pakistan,2021-04-07,2021,TV-MA,1 Season,"Reality TV, Romantic TV Shows",7,2021,4,Reality TV, Romantic TV Shows,0
s1096,TV Show,This Is a Robbery: The World's Biggest Art Heist,Not Given,Pakistan,2021-04-07,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries, TV Mysteries",7,2021,4,Crime TV Shows, Docuseries, TV Mysteries
s1117,TV Show,Glimpses of a Future,Not Given,Pakistan,2021-04-01,2020,TV-PG,1 Season,"Docuseries, International TV Shows",1,2021,4,Docuseries, International TV Shows,0
s1181,TV Show,Alien TV,Not Given,Pakistan,2021-03-19,2021,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",19,2021,3,Kids' TV, TV Comedies,0
s1225,TV Show,Last Chance U: Basketball,Not Given,Pakistan,2021-03-10,2021,TV-MA,1 Season,Docuseries,10,2021,3,Docuseries,0,0
s1226,TV Show,Marriage or Mortgage,Not Given,Pakistan,2021-03-10,2021,TV-G,1 Season,"Reality TV, Romantic TV Shows",10,2021,3,Reality TV, Romantic TV Shows,0
s1236,TV Show,Pokémon Journeys: The Series,Not Given,Pakistan,2021-03-05,2021,TV-Y7,4 Seasons,"Anime Series, Kids' TV, TV Action & Adventure",5,2021,3,Anime Series, Kids' TV, TV Action & Adventure
s131,Movie,Barbie Big City Big Dreams,Scott Pleydell-Pearce,Not Given,2021-09-01,2021,TV-Y,63 min,"Children & Family Movies, Music & Musicals",1,2021,9,Children & Family Movies, Music & Musicals,0
s135,Movie,Clear and Present Danger,Phillip Noyce,United States,2021-09-01,1994,PG-13,142 min,"Action & Adventure, Dramas",1,2021,9,Action & Adventure, Dramas,0
s136,Movie,Cliffhanger,Renny Harlin,United States,2021-09-01,1993,R,113 min,Action & Adventure,1,2021,9,Action & Adventure,0,0
s137,Movie,Cold Mountain,Anthony Minghella,United States,2021-09-01,2003,R,154 min,"Dramas, Romantic Movies",1,2021,9,Dramas, Romantic Movies,0
s138,Movie,Crocodile Dundee in Los Angeles,Simon Wincer,Australia,2021-09-01,2001,PG,95 min,"Action & Adventure, Comedies",1,2021,9,Action & Adventure, Comedies,0
s139,Movie,Dear John,Lasse Hallström,United States,2021-09-01,2010,PG-13,108 min,"Dramas, Romantic Movies",1,2021,9,Dramas, Romantic Movies,0
s140,Movie,Do the Right Thing,Spike Lee,United States,2021-09-01,1989,R,120 min,"Classic Movies, Comedies, Dramas",1,2021,9,Classic Movies, Comedies, Dramas
s141,Movie,"El patrón, radiografía de un crimen",Sebastián Schindel,Argentina,2021-09-01,2014,TV-MA,100 min,"Dramas, International Movies, Thrillers",1,2021,9,Dramas, International Movies, Thrillers
s142,Movie,Extraction,Steven C. Miller,United States,2021-09-01,2015,R,82 min,Action & Adventure,1,2021,9,Action & Adventure,0,0
s143,Movie,Freedom Writers,Richard LaGravenese,Germany,2021-09-01,2007,PG-13,124 min,Dramas,1,2021,9,Dramas,0,0
s144,Movie,Green Lantern,Martin Campbell,United States,2021-09-01,2011,PG-13,114 min,"Action & Adventure, Sci-Fi & Fantasy",1,2021,9,Action & Adventure, Sci-Fi & Fantasy,0
s145,Movie,House Party,Reginald Hudlin,United States,2021-09-01,1990,R,104 min,"Comedies, Cult Movies",1,2021,9,Comedies, Cult Movies,0
s146,Movie,House Party 2,"George Jackson, Doug McHenry",United States,2021-09-01,1991,R,94 min,"Comedies, Cult Movies, Music & Musicals",1,2021,9,Comedies, Cult Movies, Music & Musicals
s147,Movie,House Party 3,Eric Meza,United States,2021-09-01,1994,R,94 min,"Comedies, Music & Musicals",1,2021,9,Comedies, Music & Musicals,0
s1263,Movie,Ginny & Georgia - The Afterparty,Not Given,Pakistan,2021-02-26,2021,TV-MA,35 min,"Comedies, Dramas",26,2021,2,Comedies, Dramas,0
s150,Movie,I Got the Hook Up,Michael Martin,United States,2021-09-01,1998,R,93 min,"Action & Adventure, Comedies",1,2021,9,Action & Adventure, Comedies,0
s151,Movie,In Too Deep,Michael Rymer,United States,2021-09-01,1999,R,97 min,Thrillers,1,2021,9,Thrillers,0,0
s152,Movie,Initial D,"Andrew Lau Wai-keung, Alan Mak",China,2021-09-01,2005,TV-14,109 min,"Action & Adventure, International Movies",1,2021,9,Action & Adventure, International Movies,0
s1272,TV Show,The Last Bastion,Not Given,Pakistan,2021-02-25,2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",25,2021,2,International TV Shows, Spanish-Language TV Shows, TV Dramas
s1300,TV Show,Thus Spoke Kishibe Rohan,Not Given,Pakistan,2021-02-18,2021,TV-MA,1 Season,"Anime Series, International TV Shows",18,2021,2,Anime Series, International TV Shows,0
s1443,TV Show,Korean Pork Belly Rhapsody,Not Given,Pakistan,2021-01-04,2020,TV-G,1 Season,"Docuseries, International TV Shows",4,2021,1,Docuseries, International TV Shows,0
s156,Movie,Labyrinth,Jim Henson,United Kingdom,2021-09-01,1986,PG,101 min,"Action & Adventure, Children & Family Movies, Cult Movies",1,2021,9,Action & Adventure, Children & Family Movies, Cult Movies
s157,Movie,Letters to Juliet,Gary Winick,United States,2021-09-01,2010,PG,105 min,"Comedies, Dramas, Romantic Movies",1,2021,9,Comedies, Dramas, Romantic Movies
s158,Movie,Level 16,Danishka Esterhazy,Canada,2021-09-01,2018,TV-14,102 min,"Sci-Fi & Fantasy, Thrillers",1,2021,9,Sci-Fi & Fantasy, Thrillers,0
s159,Movie,Love Don't Cost a Thing,Troy Byer,United States,2021-09-01,2003,PG-13,101 min,"Comedies, Romantic Movies",1,2021,9,Comedies, Romantic Movies,0
s160,Movie,Love in a Puff,Pang Ho-cheung,Hong Kong,2021-09-01,2010,TV-MA,103 min,"Comedies, Dramas, International Movies",1,2021,9,Comedies, Dramas, International Movies
s1463,TV Show,Running Man,Not Given,Pakistan,2021-01-01,2020,TV-Y7,1 Season,"Kids' TV, TV Comedies",1,2021,1,Kids' TV, TV Comedies,0
s162,Movie,Mars Attacks!,Tim Burton,United States,2021-09-01,1996,PG-13,106 min,"Comedies, Cult Movies, Sci-Fi & Fantasy",1,2021,9,Comedies, Cult Movies, Sci-Fi & Fantasy
s163,Movie,Marshall,Reginald Hudlin,United States,2021-09-01,2017,PG-13,118 min,Dramas,1,2021,9,Dramas,0,0
s164,Movie,My Boss's Daughter,David Zucker,United States,2021-09-01,2003,R,86 min,"Comedies, Romantic Movies",1,2021,9,Comedies, Romantic Movies,0
s165,Movie,Mystery Men,Kinka Usher,United States,2021-09-01,1999,PG-13,121 min,"Action & Adventure, Comedies",1,2021,9,Action & Adventure, Comedies,0
s1472,Movie,Best of Stand-Up 2020,Not Given,Pakistan,2020-12-31,2020,TV-MA,77 min,Stand-Up Comedy,31,2020,12,Stand-Up Comedy,0,0
s167,Movie,Once Upon a Time in America,Sergio Leone,Italy,2021-09-01,1984,R,229 min,"Classic Movies, Dramas",1,2021,9,Classic Movies, Dramas,0
s168,Movie,Open Season 2,"Matthew O'Callaghan, Todd Wilderman",United States,2021-09-01,2008,PG,76 min,"Children & Family Movies, Comedies",1,2021,9,Children & Family Movies, Comedies,0
s169,Movie,Osmosis Jones,"Bobby Farrelly, Peter Farrelly",United States,2021-09-01,2001,PG,95 min,"Action & Adventure, Children & Family Movies, Comedies",1,2021,9,Action & Adventure, Children & Family Movies, Comedies
s170,Movie,Poseidon,Wolfgang Petersen,United States,2021-09-01,2006,PG-13,98 min,"Action & Adventure, Dramas",1,2021,9,Action & Adventure, Dramas,0
s1483,TV Show,Transformers: War for Cybertron: Earthrise,Not Given,Pakistan,2020-12-30,2020,TV-Y7,1 Season,Anime Series,30,2020,12,Anime Series,0,0
s1586,TV Show,Manhunt: Deadly Games,Not Given,Pakistan,2020-12-07,2020,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",7,2020,12,Crime TV Shows, TV Dramas, TV Mysteries
s1597,TV Show,The Great British Baking Show: Holidays,Not Given,Pakistan,2020-12-04,2020,TV-MA,3 Seasons,"British TV Shows, Reality TV",4,2020,12,British TV Shows, Reality TV,0
s1669,TV Show,Heart & Soul,Not Given,Pakistan,2020-11-20,2019,TV-14,1 Season,"International TV Shows, TV Dramas",20,2020,11,International TV Shows, TV Dramas,0
s1746,Movie,Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,Not Given,Pakistan,2020-11-03,2020,TV-PG,15 min,Documentaries,3,2020,11,Documentaries,0,0
s1779,TV Show,Kongsuni and Friends,Not Given,Pakistan,2020-10-30,2020,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",30,2020,10,Kids' TV, Korean TV Shows,0
s1890,TV Show,Pat a Pat Como,Not Given,Pakistan,2020-10-03,2016,TV-Y,1 Season,Kids' TV,3,2020,10,Kids' TV,0,0
s1891,TV Show,Qurious Como,Not Given,Pakistan,2020-10-03,2017,TV-Y,1 Season,Kids' TV,3,2020,10,Kids' TV,0,0
s2983,TV Show,Find Yourself,Not Given,Pakistan,2020-01-29,2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",29,2020,1,International TV Shows, Romantic TV Shows, TV Comedies
s1915,TV Show,Journey of an African Colony,Not Given,Pakistan,2020-10-01,2018,TV-MA,1 Season,"Docuseries, International TV Shows",1,2020,10,Docuseries, International TV Shows,0
s1953,TV Show,Mighty Little Bheem,Not Given,Pakistan,2020-09-25,2020,TV-Y,3 Seasons,"Kids' TV, TV Comedies",25,2020,9,Kids' TV, TV Comedies,0
s171,Movie,Rhyme & Reason,Peter Spirer,United States,2021-09-01,1997,R,89 min,"Documentaries, Music & Musicals",1,2021,9,Documentaries, Music & Musicals,0
s172,Movie,Same Kind of Different as Me,Michael Carney,United States,2021-09-01,2017,PG-13,120 min,"Dramas, Faith & Spirituality",1,2021,9,Dramas, Faith & Spirituality,0
s173,Movie,School of Rock,Richard Linklater,United States,2021-09-01,2003,PG-13,110 min,"Comedies, Music & Musicals",1,2021,9,Comedies, Music & Musicals,0
s174,Movie,Snervous Tyler Oakley,Amy Rice,United States,2021-09-01,2015,PG-13,83 min,"Documentaries, LGBTQ Movies",1,2021,9,Documentaries, LGBTQ Movies,0
s175,Movie,Tears of the Sun,Antoine Fuqua,United States,2021-09-01,2003,R,121 min,"Action & Adventure, Dramas",1,2021,9,Action & Adventure, Dramas,0
s176,Movie,The Blue Lagoon,Randal Kleiser,United States,2021-09-01,1980,R,105 min,"Dramas, Romantic Movies",1,2021,9,Dramas, Romantic Movies,0
s177,Movie,The Golden Child,Michael Ritchie,United States,2021-09-01,1986,PG-13,94 min,"Action & Adventure, Comedies",1,2021,9,Action & Adventure, Comedies,0
s178,Movie,The Guns of Navarone,J. Lee Thompson,United Kingdom,2021-09-01,1961,TV-14,156 min,"Action & Adventure, Classic Movies",1,2021,9,Action & Adventure, Classic Movies,0
s179,Movie,The Interview,"Evan Goldberg, Seth Rogen",United States,2021-09-01,2014,R,112 min,"Action & Adventure, Comedies",1,2021,9,Action & Adventure, Comedies,0
s180,Movie,The Nutty Professor,Tom Shadyac,United States,2021-09-01,1996,PG-13,95 min,"Comedies, Romantic Movies",1,2021,9,Comedies, Romantic Movies,0
s181,Movie,The Nutty Professor II: The Klumps,Peter Segal,United States,2021-09-01,2000,PG-13,107 min,"Comedies, Romantic Movies",1,2021,9,Comedies, Romantic Movies,0
s183,Movie,Welcome Home Roscoe Jenkins,Malcolm D. Lee,United States,2021-09-01,2008,PG-13,114 min,Comedies,1,2021,9,Comedies,0,0
s184,Movie,In the Line of Fire,Wolfgang Petersen,United States,2021-08-31,1993,R,129 min,"Action & Adventure, Classic Movies",31,2021,8,Action & Adventure, Classic Movies,0
s186,Movie,Untold: Crime & Penalties,"Chapman Way, Maclain Way",United States,2021-08-31,2021,TV-MA,86 min,"Documentaries, Sports Movies",31,2021,8,Documentaries, Sports Movies,0
s1957,Movie,Zulu Man in Japan,Not Given,Pakistan,2020-09-25,2019,TV-MA,44 min,"Documentaries, International Movies, Music & Musicals",25,2020,9,Documentaries, International Movies, Music & Musicals
s1974,TV Show,Fukrey Boyzzz,Not Given,Pakistan,2020-09-19,2020,TV-Y,1 Season,"Kids' TV, TV Comedies",19,2020,9,Kids' TV, TV Comedies,0
s189,Movie,2 Alone in Paris,"Ramzy Bedia, Éric Judor",France,2021-08-28,2008,TV-MA,97 min,"Comedies, International Movies",28,2021,8,Comedies, International Movies,0
s2041,TV Show,Transformers: Cyberverse,Not Given,Pakistan,2020-09-07,2020,TV-Y7,2 Seasons,Kids' TV,7,2020,9,Kids' TV,0,0
s2059,TV Show,The Witcher: A Look Inside the Episodes,Not Given,Pakistan,2020-09-02,2020,TV-MA,1 Season,"Docuseries, TV Sci-Fi & Fantasy",2,2020,9,Docuseries, TV Sci-Fi & Fantasy,0
s2124,TV Show,Dérè: An African Tale,Not Given,Pakistan,2020-08-15,2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",15,2020,8,International TV Shows, Romantic TV Shows, TV Dramas
s2223,TV Show,Street Food: Latin America,Not Given,Pakistan,2020-07-21,2020,TV-PG,1 Season,"Docuseries, Spanish-Language TV Shows",21,2020,7,Docuseries, Spanish-Language TV Shows,0
s2237,Movie,Little Singham: Legend of Dugabakka,Not Given,Pakistan,2020-07-15,2020,TV-Y7,68 min,"Children & Family Movies, Comedies",15,2020,7,Children & Family Movies, Comedies,0
s2336,Movie,Seven (Telugu),Not Given,Pakistan,2020-06-26,2019,TV-14,116 min,"Dramas, International Movies, Romantic Movies",26,2020,6,Dramas, International Movies, Romantic Movies
s191,Movie,Thimmarusu,Sharan Koppisetty,India,2021-08-28,2021,TV-14,125 min,"Dramas, International Movies",28,2021,8,Dramas, International Movies,0
s192,Movie,Wind River,Taylor Sheridan,United Kingdom,2021-08-28,2017,R,107 min,"Dramas, Independent Movies",28,2021,8,Dramas, Independent Movies,0
s193,Movie,C Kkompany,Sachin Yardi,India,2021-08-27,2008,TV-14,127 min,"Action & Adventure, Comedies, International Movies",27,2021,8,Action & Adventure, Comedies, International Movies
